month_number,part_of_week,start_station,dest_station,2017,2018,diff_2017_to_2018,diff_pct_2017_to_2018,categorical_from_station,categorical_dest_station,from_station_full,to_station_full
1,weekday,WS,GP,0.0,10.714285714285714,10.714285714285714,inf,WS,GP,Warm Springs,Glen Park
1,weekday,WS,HY,0.0,83.47619047619048,83.47619047619048,inf,WS,HY,Warm Springs,Hayward
1,weekday,WS,LF,0.0,1.619047619047619,1.619047619047619,inf,WS,LF,Warm Springs,Lafayette
1,weekday,WS,LM,0.0,91.66666666666669,91.66666666666669,inf,WS,LM,Warm Springs,Lake Merritt
1,weekday,WS,MA,0.0,34.38095238095238,34.38095238095238,inf,WS,MA,Warm Springs,MacArthur
1,weekday,WS,MB,0.0,1.1428571428571428,1.1428571428571428,inf,WS,MB,Warm Springs,Millbrae
1,weekday,WS,MT,0.0,691.6666666666665,691.6666666666665,inf,WS,MT,Warm Springs,Montgomery Street
1,weekday,WS,NB,0.0,16.571428571428573,16.571428571428573,inf,WS,NB,Warm Springs,North Berkeley
1,weekday,WS,NC,0.0,3.2857142857142856,3.2857142857142856,inf,WS,NC,Warm Springs,North Concord
1,weekday,WS,OA,0.0,5.666666666666668,5.666666666666668,inf,WS,OA,Warm Springs,Oakland International Airport
1,weekday,WS,OR,0.0,3.1428571428571432,3.1428571428571432,inf,WS,OR,Warm Springs,Orinda
1,weekday,WS,OW,0.0,12.523809523809526,12.523809523809526,inf,WS,OW,Warm Springs,West Oakland
1,weekday,WS,PH,0.0,9.761904761904765,9.761904761904765,inf,WS,PH,Warm Springs,Pleasant Hill
1,weekday,WS,PL,0.0,228.09523809523807,228.09523809523807,inf,WS,PL,Warm Springs,Powell Street
1,weekday,WS,RM,0.0,7.476190476190476,7.476190476190476,inf,WS,RM,Warm Springs,Richmond
1,weekday,WS,RR,0.0,9.714285714285714,9.714285714285714,inf,WS,RR,Warm Springs,Rockridge
1,weekday,WS,SB,0.0,1.9523809523809523,1.9523809523809523,inf,WS,SB,Warm Springs,San Bruno
1,weekday,WS,SH,0.0,44.61904761904761,44.61904761904761,inf,WS,SH,Warm Springs,South Hayward
1,weekday,WS,SL,0.0,52.19047619047619,52.19047619047619,inf,WS,SL,Warm Springs,San Leandro
1,weekday,WS,SO,0.0,10.904761904761903,10.904761904761903,inf,WS,SO,Warm Springs,San Francisco International Airport
1,weekday,WS,SS,0.0,1.6666666666666667,1.6666666666666667,inf,WS,SS,Warm Springs,South San Francisco
1,weekday,WS,UC,0.0,38.333333333333336,38.333333333333336,inf,WS,UC,Warm Springs,Union City
1,weekday,WS,WC,0.0,7.3809523809523805,7.3809523809523805,inf,WS,WC,Warm Springs,Walnut Creek
1,weekday,WS,WD,0.0,5.190476190476192,5.190476190476192,inf,WS,WD,Warm Springs,West Dublin/Pleasanton
1,weekday,WS,WP,0.0,21.619047619047624,21.619047619047624,inf,WS,WP,Warm Springs,Pittsburg/Bay Point
1,weekday,WS,WS,0.0,25.809523809523807,25.809523809523807,inf,WS,WS,Warm Springs,Warm Springs
2,weekday,12,12,38.89473684210526,40.05263157894737,1.1578947368421098,1.029769959404601,12,12,12th Street / Oakland City Center,12th Street / Oakland City Center
2,weekday,12,16,301.89473684210526,299.15789473684214,-2.736842105263122,0.9909344490934451,12,16,12th Street / Oakland City Center,16th Street Mission
2,weekday,12,19,61.89473684210525,58.73684210526316,-3.1578947368420955,0.9489795918367349,12,19,12th Street / Oakland City Center,19th Street Oakland
2,weekday,12,24,286.0526315789473,290.3157894736842,4.263157894736935,1.0149034038638458,12,24,12th Street / Oakland City Center,24th Street Mission
2,weekday,12,AS,258.7894736842105,265.2631578947368,6.473684210526301,1.0250152532031727,12,AS,12th Street / Oakland City Center,Ashby
2,weekday,12,BF,353.26315789473676,320.7894736842105,-32.473684210526244,0.9080750893921337,12,BF,12th Street / Oakland City Center,Bayfair
2,weekday,12,BK,604.0526315789474,602.0,-2.0526315789473983,0.996601899451076,12,BK,12th Street / Oakland City Center,Berkeley
2,weekday,12,BP,146.3684210526316,167.5263157894737,21.15789473684211,1.1445523193096008,12,BP,12th Street / Oakland City Center,Balboa Park
2,weekday,12,CC,780.0,778.6315789473683,-1.3684210526316747,0.9982456140350876,12,CC,12th Street / Oakland City Center,Civic Center
2,weekday,12,CL,327.3684210526316,298.84210526315786,-28.526315789473756,0.9128617363344049,12,CL,12th Street / Oakland City Center,Coliseum
2,weekday,12,CM,127.05263157894736,121.94736842105264,-5.105263157894711,0.9598177299088652,12,CM,12th Street / Oakland City Center,Colma
2,weekday,12,CN,350.15789473684214,335.2105263157895,-14.947368421052659,0.9573124906057418,12,CN,12th Street / Oakland City Center,Concord
2,weekday,12,CV,111.0,105.31578947368419,-5.684210526315809,0.948790896159317,12,CV,12th Street / Oakland City Center,Castro Valley
2,weekday,12,DC,202.8947368421053,200.5263157894737,-2.3684210526315894,0.9883268482490272,12,DC,12th Street / Oakland City Center,Daly City
2,weekday,12,ED,221.26315789473685,237.94736842105263,16.68421052631578,1.0754043767840151,12,ED,12th Street / Oakland City Center,Dublin/Pleasanton
2,weekday,12,EM,1693.6842105263156,1689.526315789474,-4.157894736841627,0.997545059042884,12,EM,12th Street / Oakland City Center,Embarcadero
2,weekday,12,EN,622.2105263157895,572.1578947368421,-50.0526315789474,0.9195567585856876,12,EN,12th Street / Oakland City Center,El Cerrito Del Norte
2,weekday,12,EP,332.84210526315786,347.31578947368416,14.4736842105263,1.0434851359898798,12,EP,12th Street / Oakland City Center,El Cerrito Plaza
2,weekday,12,FM,340.7368421052632,272.7368421052632,-68.0,0.80043249922768,12,FM,12th Street / Oakland City Center,Fremont
2,weekday,12,FV,257.8947368421053,225.31578947368425,-32.57894736842107,0.873673469387755,12,FV,12th Street / Oakland City Center,Fruitvale
2,weekday,12,GP,164.10526315789474,154.1578947368421,-9.94736842105263,0.9393842206542655,12,GP,12th Street / Oakland City Center,Glen Park
2,weekday,12,HY,292.0,281.4736842105263,-10.5263157894737,0.9639509733237203,12,HY,12th Street / Oakland City Center,Hayward
2,weekday,12,LF,157.0,142.73684210526315,-14.26315789473685,0.9091518605430774,12,LF,12th Street / Oakland City Center,Lafayette
2,weekday,12,LM,57.0,48.631578947368425,-8.368421052631575,0.8531855955678671,12,LM,12th Street / Oakland City Center,Lake Merritt
2,weekday,12,MA,255.15789473684208,245.63157894736838,-9.5263157894737,0.9626650165016502,12,MA,12th Street / Oakland City Center,MacArthur
2,weekday,12,MB,145.89473684210526,144.73684210526315,-1.1578947368421098,0.992063492063492,12,MB,12th Street / Oakland City Center,Millbrae
2,weekday,12,MT,1251.1052631578948,1231.5263157894738,-19.57894736842104,0.984350679399268,12,MT,12th Street / Oakland City Center,Montgomery Street
2,weekday,12,NB,258.57894736842104,253.15789473684208,-5.421052631578959,0.9790352127009974,12,NB,12th Street / Oakland City Center,North Berkeley
2,weekday,12,NC,170.31578947368422,164.31578947368422,-6.0,0.9647713226205191,12,NC,12th Street / Oakland City Center,North Concord
2,weekday,12,OA,53.05263157894736,50.10526315789475,-2.947368421052616,0.9444444444444448,12,OA,12th Street / Oakland City Center,Oakland International Airport
2,weekday,12,OR,121.94736842105264,119.36842105263158,-2.578947368421069,0.9788519637462234,12,OR,12th Street / Oakland City Center,Orinda
2,weekday,12,OW,108.2105263157895,100.15789473684212,-8.05263157894737,0.9255836575875487,12,OW,12th Street / Oakland City Center,West Oakland
2,weekday,12,PH,374.26315789473676,404.73684210526324,30.47368421052647,1.081423147236676,12,PH,12th Street / Oakland City Center,Pleasant Hill
2,weekday,12,PL,818.1578947368422,805.421052631579,-12.736842105263236,0.9844322933419105,12,PL,12th Street / Oakland City Center,Powell Street
2,weekday,12,RM,187.15789473684208,190.26315789473685,3.1052631578947683,1.0165916760404952,12,RM,12th Street / Oakland City Center,Richmond
2,weekday,12,RR,194.05263157894737,196.10526315789474,2.05263157894737,1.0105777054515868,12,RR,12th Street / Oakland City Center,Rockridge
2,weekday,12,SB,88.52631578947368,82.6842105263158,-5.84210526315789,0.9340071343638526,12,SB,12th Street / Oakland City Center,San Bruno
2,weekday,12,SH,161.3684210526316,163.1578947368421,1.7894736842105203,1.0110893672537509,12,SH,12th Street / Oakland City Center,South Hayward
2,weekday,12,SL,366.2105263157895,355.31578947368416,-10.894736842105317,0.9702500718597297,12,SL,12th Street / Oakland City Center,San Leandro
2,weekday,12,SO,112.42105263157896,126.26315789473685,13.84210526315789,1.12312734082397,12,SO,12th Street / Oakland City Center,San Francisco International Airport
2,weekday,12,SS,82.42105263157895,86.94736842105263,4.526315789473685,1.0549169859514687,12,SS,12th Street / Oakland City Center,South San Francisco
2,weekday,12,UC,202.84210526315792,222.68421052631575,19.842105263157833,1.0978204462895689,12,UC,12th Street / Oakland City Center,Union City
2,weekday,12,WC,315.6842105263158,321.7368421052632,6.052631578947398,1.0191730576858955,12,WC,12th Street / Oakland City Center,Walnut Creek
2,weekday,12,WD,123.36842105263158,120.2105263157895,-3.1578947368420813,0.9744027303754268,12,WD,12th Street / Oakland City Center,West Dublin/Pleasanton
2,weekday,12,WP,347.31578947368416,339.89473684210526,-7.4210526315789025,0.9786331262312473,12,WP,12th Street / Oakland City Center,Pittsburg/Bay Point
2,weekday,12,WS,0.0,97.42105263157896,97.42105263157896,inf,12,WS,12th Street / Oakland City Center,Warm Springs
2,weekday,16,12,349.3684210526316,356.26315789473676,6.8947368421051465,1.019734859897559,16,12,16th Street Mission,12th Street / Oakland City Center
2,weekday,16,16,30.36842105263158,32.94736842105263,2.5789473684210513,1.0849220103986135,16,16,16th Street Mission,16th Street Mission
2,weekday,16,19,482.9473684210528,450.6315789473685,-32.315789473684276,0.9330863121185701,16,19,16th Street Mission,19th Street Oakland
2,weekday,16,24,246.8947368421053,214.68421052631575,-32.21052631578954,0.8695374120656574,16,24,16th Street Mission,24th Street Mission
2,weekday,16,AS,233.94736842105263,237.421052631579,3.4736842105263577,1.0148481439820025,16,AS,16th Street Mission,Ashby
2,weekday,16,BF,148.21052631578948,152.0,3.7894736842105203,1.0255681818181819,16,BF,16th Street Mission,Bayfair
2,weekday,16,BK,356.10526315789474,343.89473684210526,-12.21052631578948,0.9657109074785692,16,BK,16th Street Mission,Berkeley
2,weekday,16,BP,615.0526315789474,555.7368421052631,-59.315789473684276,0.9035598151634433,16,BP,16th Street Mission,Balboa Park
2,weekday,16,CC,669.0526315789474,580.578947368421,-88.47368421052636,0.8677627438640654,16,CC,16th Street Mission,Civic Center
2,weekday,16,CL,161.5263157894737,170.68421052631578,9.157894736842081,1.056695992179863,16,CL,16th Street Mission,Coliseum
2,weekday,16,CM,146.6315789473684,142.3684210526316,-4.263157894736821,0.9709260588657574,16,CM,16th Street Mission,Colma
2,weekday,16,CN,142.10526315789474,144.78947368421052,2.6842105263157805,1.0188888888888887,16,CN,16th Street Mission,Concord
2,weekday,16,CV,68.6842105263158,72.36842105263158,3.6842105263157805,1.0536398467432948,16,CV,16th Street Mission,Castro Valley
2,weekday,16,DC,318.84210526315786,308.84210526315786,-10.0,0.9686365137008914,16,DC,16th Street Mission,Daly City
2,weekday,16,ED,184.31578947368425,221.10526315789474,36.78947368421049,1.1996002284408906,16,ED,16th Street Mission,Dublin/Pleasanton
2,weekday,16,EM,1168.1052631578948,1129.578947368421,-38.526315789473756,0.9670181130035144,16,EM,16th Street Mission,Embarcadero
2,weekday,16,EN,264.0,277.57894736842104,13.57894736842104,1.0514354066985645,16,EN,16th Street Mission,El Cerrito Del Norte
2,weekday,16,EP,139.6315789473684,124.10526315789473,-15.526315789473685,0.8888051262721447,16,EP,16th Street Mission,El Cerrito Plaza
2,weekday,16,FM,139.3684210526316,113.36842105263158,-26.000000000000014,0.8134441087613292,16,FM,16th Street Mission,Fremont
2,weekday,16,FV,332.7894736842105,311.57894736842104,-21.21052631578948,0.9362644314407718,16,FV,16th Street Mission,Fruitvale
2,weekday,16,GP,348.31578947368416,314.7894736842105,-33.52631578947364,0.9037473556965852,16,GP,16th Street Mission,Glen Park
2,weekday,16,HY,88.10526315789473,95.7894736842105,7.6842105263157805,1.087216248506571,16,HY,16th Street Mission,Hayward
2,weekday,16,LF,67.94736842105263,58.68421052631579,-9.263157894736842,0.8636715724244771,16,LF,16th Street Mission,Lafayette
2,weekday,16,LM,254.0,254.5263157894737,0.5263157894736992,1.0020721094073768,16,LM,16th Street Mission,Lake Merritt
2,weekday,16,MA,421.84210526315786,400.4736842105263,-21.36842105263156,0.9493449781659389,16,MA,16th Street Mission,MacArthur
2,weekday,16,MB,230.26315789473685,225.63157894736838,-4.631578947368467,0.9798857142857141,16,MB,16th Street Mission,Millbrae
2,weekday,16,MT,1546.8947368421052,1474.526315789474,-72.36842105263122,0.9532169711816545,16,MT,16th Street Mission,Montgomery Street
2,weekday,16,NB,179.4736842105263,166.05263157894737,-13.421052631578931,0.9252199413489737,16,NB,16th Street Mission,North Berkeley
2,weekday,16,NC,71.84210526315789,79.63157894736842,7.7894736842105345,1.1084249084249085,16,NC,16th Street Mission,North Concord
2,weekday,16,OA,22.894736842105264,18.315789473684212,-4.578947368421051,0.8,16,OA,16th Street Mission,Oakland International Airport
2,weekday,16,OR,54.26315789473684,53.57894736842106,-0.6842105263157805,0.9873908826382155,16,OR,16th Street Mission,Orinda
2,weekday,16,OW,374.73684210526324,377.6315789473685,2.89473684210526,1.0077247191011236,16,OW,16th Street Mission,West Oakland
2,weekday,16,PH,164.94736842105263,177.84210526315792,12.894736842105289,1.0781748564135292,16,PH,16th Street Mission,Pleasant Hill
2,weekday,16,PL,1294.3157894736842,1213.421052631579,-80.8947368421052,0.9375,16,PL,16th Street Mission,Powell Street
2,weekday,16,RM,177.63157894736838,193.26315789473685,15.631578947368467,1.0880000000000003,16,RM,16th Street Mission,Richmond
2,weekday,16,RR,211.5263157894737,209.36842105263162,-2.1578947368420813,0.9897984573276936,16,RR,16th Street Mission,Rockridge
2,weekday,16,SB,131.10526315789474,138.0,6.89473684210526,1.0525893215576074,16,SB,16th Street Mission,San Bruno
2,weekday,16,SH,78.94736842105263,79.0,0.05263157894736992,1.0006666666666666,16,SH,16th Street Mission,South Hayward
2,weekday,16,SL,162.10526315789474,168.5263157894737,6.421052631578959,1.0396103896103897,16,SL,16th Street Mission,San Leandro
2,weekday,16,SO,160.05263157894737,149.8421052631579,-10.21052631578948,0.9362051956593226,16,SO,16th Street Mission,San Francisco International Airport
2,weekday,16,SS,136.0,128.1578947368421,-7.84210526315789,0.9423374613003096,16,SS,16th Street Mission,South San Francisco
2,weekday,16,UC,72.94736842105263,87.89473684210527,14.947368421052644,1.2049062049062051,16,UC,16th Street Mission,Union City
2,weekday,16,WC,134.94736842105266,125.36842105263158,-9.578947368421083,0.9290171606864273,16,WC,16th Street Mission,Walnut Creek
2,weekday,16,WD,73.05263157894737,77.52631578947368,4.473684210526315,1.0612391930835734,16,WD,16th Street Mission,West Dublin/Pleasanton
2,weekday,16,WP,204.68421052631575,230.78947368421046,26.10526315789471,1.1275392131653381,16,WP,16th Street Mission,Pittsburg/Bay Point
2,weekday,16,WS,0.0,56.0,56.0,inf,16,WS,16th Street Mission,Warm Springs
2,weekday,19,12,54.42105263157895,56.68421052631579,2.2631578947368354,1.041586073500967,19,12,19th Street Oakland,12th Street / Oakland City Center
2,weekday,19,16,450.0,425.7894736842105,-24.21052631578948,0.9461988304093567,19,16,19th Street Oakland,16th Street Mission
2,weekday,19,19,33.263157894736835,35.21052631578947,1.9473684210526372,1.0585443037974684,19,19,19th Street Oakland,19th Street Oakland
2,weekday,19,24,344.2105263157895,318.4736842105263,-25.73684210526318,0.9252293577981651,19,24,19th Street Oakland,24th Street Mission
2,weekday,19,AS,272.9473684210526,278.2631578947368,5.3157894736842195,1.01947551099113,19,AS,19th Street Oakland,Ashby
2,weekday,19,BF,233.8947368421053,221.36842105263162,-12.52631578947367,0.9464446444644465,19,BF,19th Street Oakland,Bayfair
2,weekday,19,BK,612.7894736842105,615.0526315789474,2.263157894736878,1.0036932062183286,19,BK,19th Street Oakland,Berkeley
2,weekday,19,BP,135.21052631578948,119.89473684210527,-15.315789473684205,0.8867263526664072,19,BP,19th Street Oakland,Balboa Park
2,weekday,19,CC,928.578947368421,938.421052631579,9.842105263157919,1.0105991044606926,19,CC,19th Street Oakland,Civic Center
2,weekday,19,CL,190.31578947368425,187.84210526315792,-2.4736842105263293,0.9870022123893805,19,CL,19th Street Oakland,Coliseum
2,weekday,19,CM,85.15789473684211,75.10526315789474,-10.05263157894737,0.8819530284301607,19,CM,19th Street Oakland,Colma
2,weekday,19,CN,336.3157894736842,329.7368421052632,-6.578947368421041,0.9804381846635368,19,CN,19th Street Oakland,Concord
2,weekday,19,CV,77.89473684210526,72.47368421052632,-5.421052631578945,0.9304054054054054,19,CV,19th Street Oakland,Castro Valley
2,weekday,19,DC,168.57894736842104,160.26315789473685,-8.315789473684191,0.9506712457071497,19,DC,19th Street Oakland,Daly City
2,weekday,19,ED,235.10526315789474,229.05263157894737,-6.05263157894737,0.9742556525632415,19,ED,19th Street Oakland,Dublin/Pleasanton
2,weekday,19,EM,1810.6315789473686,1850.6842105263158,40.052631578947285,1.0221208069298295,19,EM,19th Street Oakland,Embarcadero
2,weekday,19,EN,484.31578947368416,496.0,11.684210526315837,1.0241251901760489,19,EN,19th Street Oakland,El Cerrito Del Norte
2,weekday,19,EP,317.15789473684214,314.10526315789474,-3.0526315789473983,0.99037504148689,19,EP,19th Street Oakland,El Cerrito Plaza
2,weekday,19,FM,386.7894736842105,326.57894736842104,-60.21052631578948,0.8443325622533678,19,FM,19th Street Oakland,Fremont
2,weekday,19,FV,206.63157894736838,204.05263157894737,-2.5789473684210122,0.9875191034131433,19,FV,19th Street Oakland,Fruitvale
2,weekday,19,GP,175.578947368421,169.73684210526315,-5.842105263157862,0.9667266187050362,19,GP,19th Street Oakland,Glen Park
2,weekday,19,HY,227.36842105263162,217.68421052631575,-9.684210526315866,0.957407407407407,19,HY,19th Street Oakland,Hayward
2,weekday,19,LF,158.57894736842104,159.57894736842104,1.0,1.0063060073016927,19,LF,19th Street Oakland,Lafayette
2,weekday,19,LM,59.21052631578947,54.94736842105264,-4.263157894736835,0.9280000000000002,19,LM,19th Street Oakland,Lake Merritt
2,weekday,19,MA,215.26315789473685,199.73684210526315,-15.5263157894737,0.9278728606356967,19,MA,19th Street Oakland,MacArthur
2,weekday,19,MB,140.94736842105263,133.31578947368422,-7.631578947368411,0.9458551157580285,19,MB,19th Street Oakland,Millbrae
2,weekday,19,MT,1485.7894736842104,1571.3684210526314,85.57894736842104,1.0575982996811901,19,MT,19th Street Oakland,Montgomery Street
2,weekday,19,NB,269.8947368421053,291.3684210526316,21.4736842105263,1.079563182527301,19,NB,19th Street Oakland,North Berkeley
2,weekday,19,NC,163.73684210526315,171.3684210526316,7.631578947368439,1.0466088074574094,19,NC,19th Street Oakland,North Concord
2,weekday,19,OA,39.05263157894737,37.21052631578947,-1.8421052631578974,0.9528301886792452,19,OA,19th Street Oakland,Oakland International Airport
2,weekday,19,OR,109.73684210526315,122.68421052631581,12.947368421052659,1.1179856115107916,19,OR,19th Street Oakland,Orinda
2,weekday,19,OW,62.57894736842106,64.0,1.421052631578938,1.0227081581160637,19,OW,19th Street Oakland,West Oakland
2,weekday,19,PH,385.89473684210526,388.3684210526316,2.4736842105263577,1.0064102564102566,19,PH,19th Street Oakland,Pleasant Hill
2,weekday,19,PL,838.1578947368422,814.5263157894735,-23.631578947368666,0.971805337519623,19,PL,19th Street Oakland,Powell Street
2,weekday,19,RM,147.89473684210526,159.78947368421052,11.89473684210526,1.0804270462633452,19,RM,19th Street Oakland,Richmond
2,weekday,19,RR,210.15789473684208,206.21052631578945,-3.94736842105263,0.9812171299774606,19,RR,19th Street Oakland,Rockridge
2,weekday,19,SB,70.94736842105263,71.89473684210526,0.9473684210526301,1.013353115727003,19,SB,19th Street Oakland,San Bruno
2,weekday,19,SH,155.05263157894737,145.94736842105263,-9.10526315789474,0.9412763068567549,19,SH,19th Street Oakland,South Hayward
2,weekday,19,SL,259.10526315789474,256.9473684210526,-2.157894736842138,0.9916717448710135,19,SL,19th Street Oakland,San Leandro
2,weekday,19,SO,90.68421052631581,93.68421052631581,3.0,1.0330818340104468,19,SO,19th Street Oakland,San Francisco International Airport
2,weekday,19,SS,71.89473684210526,67.10526315789474,-4.78947368421052,0.9333821376281114,19,SS,19th Street Oakland,South San Francisco
2,weekday,19,UC,224.84210526315792,227.5263157894737,2.6842105263157805,1.011938202247191,19,UC,19th Street Oakland,Union City
2,weekday,19,WC,325.5263157894737,347.6315789473685,22.105263157894797,1.0679062247372677,19,WC,19th Street Oakland,Walnut Creek
2,weekday,19,WD,99.42105263157896,118.26315789473685,18.84210526315789,1.189518263631551,19,WD,19th Street Oakland,West Dublin/Pleasanton
2,weekday,19,WP,268.3684210526316,285.57894736842104,17.210526315789423,1.0641302216120807,19,WP,19th Street Oakland,Pittsburg/Bay Point
2,weekday,19,WS,0.0,111.57894736842104,111.57894736842104,inf,19,WS,19th Street Oakland,Warm Springs
2,weekday,24,12,323.3684210526316,325.5263157894737,2.1578947368420813,1.0066731770833333,24,12,24th Street Mission,12th Street / Oakland City Center
2,weekday,24,16,241.578947368421,198.05263157894737,-43.52631578947364,0.8198257080610023,24,16,24th Street Mission,16th Street Mission
2,weekday,24,19,358.89473684210526,347.5263157894737,-11.368421052631561,0.9683238011438627,24,19,24th Street Mission,19th Street Oakland
2,weekday,24,24,35.21052631578947,37.05263157894737,1.8421052631578974,1.0523168908819134,24,24,24th Street Mission,24th Street Mission
2,weekday,24,AS,141.21052631578948,130.89473684210526,-10.31578947368422,0.926947446887812,24,AS,24th Street Mission,Ashby
2,weekday,24,BF,92.94736842105264,87.42105263157896,-5.526315789473685,0.9405436013590034,24,BF,24th Street Mission,Bayfair
2,weekday,24,BK,286.7368421052632,263.7894736842105,-22.94736842105266,0.9199706314243759,24,BK,24th Street Mission,Berkeley
2,weekday,24,BP,615.4736842105264,562.4736842105264,-53.0,0.913887463656576,24,BP,24th Street Mission,Balboa Park
2,weekday,24,CC,1104.0,979.4736842105265,-124.52631578947353,0.8872044241037378,24,CC,24th Street Mission,Civic Center
2,weekday,24,CL,125.7894736842105,129.5263157894737,3.736842105263193,1.0297071129707116,24,CL,24th Street Mission,Coliseum
2,weekday,24,CM,120.05263157894736,130.57894736842104,10.526315789473685,1.0876808417360806,24,CM,24th Street Mission,Colma
2,weekday,24,CN,88.84210526315788,90.05263157894737,1.2105263157894939,1.0136255924170618,24,CN,24th Street Mission,Concord
2,weekday,24,CV,30.26315789473684,28.47368421052632,-1.7894736842105203,0.9408695652173915,24,CV,24th Street Mission,Castro Valley
2,weekday,24,DC,291.10526315789474,277.7368421052632,-13.368421052631561,0.954077020430302,24,DC,24th Street Mission,Daly City
2,weekday,24,ED,97.57894736842104,91.0,-6.578947368421041,0.9325782092772386,24,ED,24th Street Mission,Dublin/Pleasanton
2,weekday,24,EM,1821.7894736842104,1773.6842105263156,-48.1052631578948,0.973594499335529,24,EM,24th Street Mission,Embarcadero
2,weekday,24,EN,230.31578947368425,212.421052631579,-17.89473684210526,0.9223034734917733,24,EN,24th Street Mission,El Cerrito Del Norte
2,weekday,24,EP,75.47368421052632,73.89473684210526,-1.5789473684210549,0.9790794979079498,24,EP,24th Street Mission,El Cerrito Plaza
2,weekday,24,FM,51.89473684210525,37.0,-14.894736842105253,0.7129817444219069,24,FM,24th Street Mission,Fremont
2,weekday,24,FV,245.21052631578945,224.21052631578945,-21.0,0.9143593045717965,24,FV,24th Street Mission,Fruitvale
2,weekday,24,GP,267.3157894736842,264.9473684210526,-2.368421052631618,0.9911399881866507,24,GP,24th Street Mission,Glen Park
2,weekday,24,HY,61.157894736842096,59.26315789473684,-1.894736842105253,0.9690189328743547,24,HY,24th Street Mission,Hayward
2,weekday,24,LF,29.63157894736842,37.78947368421053,8.157894736842106,1.2753108348134992,24,LF,24th Street Mission,Lafayette
2,weekday,24,LM,154.73684210526315,159.4736842105263,4.73684210526315,1.030612244897959,24,LM,24th Street Mission,Lake Merritt
2,weekday,24,MA,244.21052631578945,235.4736842105264,-8.736842105263065,0.9642241379310349,24,MA,24th Street Mission,MacArthur
2,weekday,24,MB,218.0,195.21052631578945,-22.78947368421055,0.8954611298889424,24,MB,24th Street Mission,Millbrae
2,weekday,24,MT,2539.157894736842,2480.4736842105262,-58.68421052631584,0.9768883177182655,24,MT,24th Street Mission,Montgomery Street
2,weekday,24,NB,100.84210526315788,100.47368421052632,-0.368421052631561,0.996346555323591,24,NB,24th Street Mission,North Berkeley
2,weekday,24,NC,50.157894736842096,46.78947368421053,-3.368421052631568,0.932843651626443,24,NC,24th Street Mission,North Concord
2,weekday,24,OA,22.157894736842106,17.94736842105263,-4.210526315789476,0.8099762470308788,24,OA,24th Street Mission,Oakland International Airport
2,weekday,24,OR,24.78947368421053,30.47368421052632,5.684210526315788,1.2292993630573248,24,OR,24th Street Mission,Orinda
2,weekday,24,OW,212.4736842105264,219.63157894736838,7.157894736841996,1.0336883824622238,24,OW,24th Street Mission,West Oakland
2,weekday,24,PH,79.26315789473685,81.78947368421052,2.5263157894736707,1.0318725099601591,24,PH,24th Street Mission,Pleasant Hill
2,weekday,24,PL,1675.6842105263156,1591.7894736842104,-83.8947368421052,0.9499340410829826,24,PL,24th Street Mission,Powell Street
2,weekday,24,RM,199.8947368421053,179.21052631578945,-20.684210526315837,0.8965244865718797,24,RM,24th Street Mission,Richmond
2,weekday,24,RR,113.94736842105264,113.63157894736842,-0.3157894736842195,0.9972286374133948,24,RR,24th Street Mission,Rockridge
2,weekday,24,SB,132.0,123.2105263157895,-8.789473684210506,0.9334130781499204,24,SB,24th Street Mission,San Bruno
2,weekday,24,SH,44.47368421052632,45.31578947368421,0.8421052631578902,1.0189349112426034,24,SH,24th Street Mission,South Hayward
2,weekday,24,SL,105.84210526315788,102.63157894736842,-3.2105263157894512,0.969666832421681,24,SL,24th Street Mission,San Leandro
2,weekday,24,SO,140.42105263157896,127.42105263157896,-13.0,0.9074212893553223,24,SO,24th Street Mission,San Francisco International Airport
2,weekday,24,SS,108.0,111.26315789473685,3.2631578947368496,1.030214424951267,24,SS,24th Street Mission,South San Francisco
2,weekday,24,UC,38.05263157894737,35.421052631578945,-2.631578947368425,0.9308437067773166,24,UC,24th Street Mission,Union City
2,weekday,24,WC,74.10526315789474,69.21052631578948,-4.89473684210526,0.9339488636363636,24,WC,24th Street Mission,Walnut Creek
2,weekday,24,WD,39.31578947368421,44.47368421052632,5.15789473684211,1.1311914323962518,24,WD,24th Street Mission,West Dublin/Pleasanton
2,weekday,24,WP,169.05263157894737,169.57894736842104,0.5263157894736707,1.0031133250311333,24,WP,24th Street Mission,Pittsburg/Bay Point
2,weekday,24,WS,0.0,24.210526315789476,24.210526315789476,inf,24,WS,24th Street Mission,Warm Springs
2,weekday,AS,12,256.1578947368421,260.3157894736842,4.157894736842138,1.0162317649476065,AS,12,Ashby,12th Street / Oakland City Center
2,weekday,AS,16,226.84210526315792,221.4736842105264,-5.368421052631533,0.9763341067285385,AS,16,Ashby,16th Street Mission
2,weekday,AS,19,283.57894736842104,272.8421052631579,-10.736842105263122,0.9621380846325168,AS,19,Ashby,19th Street Oakland
2,weekday,AS,24,134.6315789473684,121.89473684210527,-12.736842105263136,0.9053948397185303,AS,24,Ashby,24th Street Mission
2,weekday,AS,AS,16.473684210526315,16.42105263157895,-0.052631578947366364,0.9968051118210863,AS,AS,Ashby,Ashby
2,weekday,AS,BF,33.68421052631579,33.57894736842105,-0.10526315789473983,0.996875,AS,BF,Ashby,Bayfair
2,weekday,AS,BK,446.10526315789474,388.10526315789474,-58.0,0.8699858423784804,AS,BK,Ashby,Berkeley
